pdf_row_id,Bounds,Page,Path,filePaths,attributes.BBox,attributes.NumCol,attributes.NumRow,attributes.Placement,attributes.SpaceAfter,attributes.BackgroundColor,attributes.BlockAlign,attributes.BorderColor,attributes.BorderStyle,attributes.BorderThickness,attributes.ColIndex,attributes.Height,attributes.InlineAlign,attributes.RowIndex,attributes.Width,HasClip,Lang,Text,TextSize,Font.alt_family_name,Font.embedded,Font.encoding,Font.family_name,Font.font_type,Font.italic,Font.monospaced,Font.name,Font.subset,Font.weight,attributes.LineHeight,attributes.TextAlign,attributes.RowSpan
584,"[42.52400207519531, 169.78900146484375, 549.6239929199219, 242.73899841308594]",21.0,//Document/P[105],,,,,,18.0,,,,,,,,,,,False,en,The servicer of the second lien mortgage loan must work with the ﬁrst lien mortgage loan servicer to identify speciﬁc servicing responsibilities that might be more eﬀective if they were shared or handled by only one servicer instead of by the two servicers acting independently. Any agreement that is reached must concentrate on eliminating duplication of eﬀort and avoiding unnecessary expenses. Both servicers must have a clear understanding of their speciﬁc responsibilities. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
585,"[42.52400207519531, 128.35299682617188, 374.98199462890625, 152.08299255371094]",21.0,//Document/H2[38],,,,,,18.0,,,,,,,,,,,False,en,Required Advances for Second Lien Mortgage Loans ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
586,"[42.52400207519531, 97.38900756835938, 521.0339965820312, 114.33900451660156]",21.0,//Document/P[106]/ParagraphSpan,,,,,,,,,,,,,,,,,False,,The servicer of a second lien mortgage loan must advance reasonable amounts for expenditures that are ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
587,"[42.52400207519531, 724.1889953613281, 541.093994140625, 783.1390075683594]",22.0,//Document/P[106]/ParagraphSpan[2],,,,,,,,,,,,,,,,,False,,"required to protect Fannie Mae’s investment in the second lien mortgage loan regardless of whether the mortgage loan is current or delinquent. These advances usually relate to the second lien mortgage loan, but occasionally they may be required for the first lien mortgage loan. The servicer must document the individual mortgage loan file to support fully the need for the advance. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
588,"[42.52400207519531, 698.9889984130859, 367.20399475097656, 715.9389953613281]",22.0,//Document/P[107],,,,,,16.25,,,,,,,,,,,False,en,"Among other things, the servicer may be required to advance funds for ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
589,"[63.17399597167969, 676.7870025634766, 67.27400207519531, 680.8869934082031]",22.0,//Document/L[32]/LI/Lbl/Figure,,"[63.47739999999976, 676.8969999999972, 67.19729999999981, 680.6169999999984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,"[72.52400207519531, 670.7890014648438, 431.8139953613281, 687.7389984130859]",22.0,//Document/L[32]/LI/LBody,,,,,,,,,,,,,,,,,False,,"the payment of real estate taxes and/or property or flood insurance premiums, ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
591,"[63.17399597167969, 656.7870025634766, 67.27400207519531, 660.8869934082031]",22.0,//Document/L[32]/LI[2]/Lbl/Figure,,"[63.47739999999976, 656.9779999999737, 67.19729999999981, 660.6969999999856]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,"[72.52400207519531, 650.7890014648438, 225.3040008544922, 667.7389984130859]",22.0,//Document/L[32]/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,"property management expenses, ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
593,"[63.17399597167969, 636.7870025634766, 67.27400207519531, 640.8869934082031]",22.0,//Document/L[32]/LI[3]/Lbl/Figure,,"[63.47739999999976, 636.9379999999946, 67.19729999999981, 640.6579999999958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,"[72.52400207519531, 630.7890014648438, 136.82400512695312, 647.7389984130859]",22.0,//Document/L[32]/LI[3]/LBody,,,,,,,,,,,,,,,,,False,,"maintenance, ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
595,"[63.17399597167969, 616.7870025634766, 67.27400207519531, 620.8869934082031]",22.0,//Document/L[32]/LI[4]/Lbl/Figure,,"[63.47739999999976, 616.8989999999758, 67.19729999999981, 620.618999999977]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,"[72.52400207519531, 610.7890014648438, 109.23399353027344, 627.7389984130859]",22.0,//Document/L[32]/LI[4]/LBody,,,,,,,,,,,,,,,,,False,,"repairs, ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
597,"[63.17399597167969, 596.7870025634766, 67.27400207519531, 600.8869934082031]",22.0,//Document/L[32]/LI[5]/Lbl/Figure,,"[63.47739999999976, 596.9799999999814, 67.19729999999981, 600.6999999999825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,"[72.52400207519531, 590.7890014648438, 187.41400146484375, 607.7389984130859]",22.0,//Document/L[32]/LI[5]/LBody,,,,,,,,,,,,,,,,,False,,"prevention of waste, and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
599,"[63.17399597167969, 576.7870025634766, 67.27400207519531, 580.8869934082031]",22.0,//Document/L[32]/LI[6]/Lbl/Figure,,"[63.47739999999976, 576.9409999999916, 67.19729999999981, 580.6609999999928]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,"[72.52400207519531, 570.7890014648438, 247.29400634765625, 587.7389984130859]",22.0,//Document/L[32]/LI[6]/LBody,,,,,,,,,,,,,,,,,False,,capital improvements to the property. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
601,"[42.52400207519531, 528.5890045166016, 524.9440002441406, 559.5390014648438]",22.0,//Document/P[108],,,,,,11.25,,,,,,,,,,,False,en,The servicer must advance funds to reinstate or satisfy the first lien mortgage loan with conventional MI if required by the mortgage insurer as a condition for claim filing. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,13.875,,
602,"[42.52400207519531, 461.3890075683594, 554.6239929199219, 520.3390045166016]",22.0,//Document/P[109],,,,,,16.0,,,,,,,,,,,False,en,"Advances for Second Lien Mortgage Loans: Whenever the servicer advances funds for the protection of the security, appropriate arrangements should be made for the borrower to repay the advance. If the mortgage loan is current and the borrower cannot or will not repay the advance in a lump-sum payment or in installments, the servicer may make the advance, as described in the following table. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,14.0,Justify,
603,"[53.264007568359375, 114.17900085449219, 542.3639984130859, 442.8190002441406]",22.0,//Document/Table[11],['tables/fileoutpart10.xlsx'],"[42.47829999999885, 103.43999999999869, 553.0569999999716, 452.3859999999986]",3.0,4.0,Block,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"[70.60400390625, 414.91900634765625, 178.35400390625, 442.8190002441406]",22.0,//Document/Table[11]/TR/TH,,"[42.47829999999885, 406.5479999999952, 202.67199999999866, 452.3859999999986]",,,,,,Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.875, 0.375, 0, 0.375]",0.0,45.875,Center,0.0,160.25,,,,,,,,,,,,,,,,,
605,"[70.60400390625, 414.91900634765625, 178.35400390625, 442.8190002441406]",22.0,//Document/Table[11]/TR/TH/P,,,,,,,,,,,,,,,,,False,en,If the second lien mortgage loan is a... ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,Center,
606,"[275.6340026855469, 426.91900634765625, 308.20399475097656, 442.8190002441406]",22.0,//Document/Table[11]/TR/TH[2],,"[201.83199999999488, 406.5479999999952, 377.74499999999534, 452.3859999999986]",,,,,,Before,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.875, 0.375, 0.375, 0.375]",1.0,45.875,Center,0.0,175.875,,,,,,,,,,,,,,,,,
607,"[275.6340026855469, 426.91900634765625, 308.20399475097656, 442.8190002441406]",22.0,//Document/Table[11]/TR/TH[2]/P,,,,,,,,,,,,,,,,,False,en,And... ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,
608,"[415.5240020751953, 426.91900634765625, 517.1239929199219, 442.8190002441406]",22.0,//Document/Table[11]/TR/TH[3],,"[376.90499999999884, 406.5479999999952, 553.8969999999972, 452.3859999999986]",,,,,,Before,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.875, 0.375, 0.375, 0.875]",2.0,45.875,Center,0.0,177.0,,,,,,,,,,,,,,,,,
609,"[415.5240020751953, 426.91900634765625, 517.1239929199219, 442.8190002441406]",22.0,//Document/Table[11]/TR/TH[3]/P,,,,,,,,,,,,,,,,,False,en,Then the servicer... ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,
610,"[53.264007568359375, 289.3090057373047, 162.25399780273438, 306.2590026855469]",22.0,//Document/Table[11]/TR[2]/TD,,"[42.47829999999885, 189.71699999999691, 202.67199999999866, 407.38799999999173]",,,,,,Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.375, 0.375, 0, 0.375]",0.0,217.625,Start,1.0,160.25,,,,,,,,,,,,,,,,,2.0
611,"[53.264007568359375, 289.3090057373047, 162.25399780273438, 306.2590026855469]",22.0,//Document/Table[11]/TR[2]/TD/P,,,,,,,,,,,,,,,,,False,en,portfolio mortgage loan ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
612,"[213.9340057373047, 307.6790008544922, 355.16400146484375, 372.6289978027344]",22.0,//Document/Table[11]/TR[2]/TD[2],,"[201.83199999999488, 274.79299999999057, 377.74499999999534, 407.38799999999173]",,,,,,Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,0.375,1.0,132.625,Start,1.0,175.875,,,,,,,,,,,,,,,,,
613,"[213.9340057373047, 307.6790008544922, 355.16400146484375, 372.6289978027344]",22.0,//Document/Table[11]/TR[2]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"the mortgage loan instrument, local laws, and government regulations allow the capitalization of advances ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.0,,
614,"[388.1540069580078, 284.8090057373047, 542.3639984130859, 396.6289978027344]",22.0,//Document/Table[11]/TR[2]/TD[3],,"[376.90499999999884, 274.79299999999057, 553.8969999999972, 407.38799999999173]",,,,,,Before,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.375, 0.375, 0.375, 0.875]",2.0,132.625,Start,1.0,177.0,,,,,,,,,,,,,,,,,
615,"[388.1540069580078, 379.6790008544922, 537.8840026855469, 396.6289978027344]",22.0,//Document/Table[11]/TR[2]/TD[3]/P,,,,,,,,,,,,,,,,,False,en,should capitalize its advance by: ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
616,"[388.1540069580078, 363.6790008544922, 396.73402404785156, 380.6289978027344]",22.0,//Document/Table[11]/TR[2]/TD[3]/L/LI/Lbl,,,,,,,,,,,,,,,,,False,,1.,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
617,"[388.1540069580078, 347.6790008544922, 537.5240020751953, 380.6289978027344]",22.0,//Document/Table[11]/TR[2]/TD[3]/L/LI/LBody,,,,,,,,,,,,,,,,,False,," increasing the UPB by the amount of its advance, and then ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
618,"[388.1540069580078, 331.6790008544922, 396.73402404785156, 348.6289978027344]",22.0,//Document/Table[11]/TR[2]/TD[3]/L/LI[2]/Lbl,,,,,,,,,,,,,,,,,False,,2.,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
619,"[388.1540069580078, 284.8090057373047, 542.3639984130859, 348.6289978027344]",22.0,//Document/Table[11]/TR[2]/TD[3]/L/LI[2]/LBody,,,,,,,,,,,,,,,,,False,," requesting that Fannie Mae reimburse it for Fannie Mae’s share of the advance, via request for expense reimbursement. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
620,"[213.9340057373047, 198.9290008544922, 355.16400146484375, 263.8789978027344]",22.0,//Document/Table[11]/TR[3]/TD,,"[201.83199999999488, 189.71699999999691, 377.74499999999534, 275.6329999999871]",,,,,,Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,0.375,1.0,85.875,Start,2.0,175.875,,,,,,,,,,,,,,,,,
621,"[213.9340057373047, 198.9290008544922, 355.16400146484375, 263.8789978027344]",22.0,//Document/Table[11]/TR[3]/TD/P,,,,,,,,,,,,,,,,,False,en,"the mortgage loan instrument, local laws, or government regulations do not allow the capitalization of advances ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.0,,
622,"[388.1540069580078, 198.9290008544922, 542.3639984130859, 263.8789978027344]",22.0,//Document/Table[11]/TR[3]/TD[2],,"[376.90499999999884, 189.71699999999691, 553.8969999999972, 275.6329999999871]",,,,,,Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.375, 0.375, 0.375, 0.875]",2.0,85.875,Start,2.0,177.0,,,,,,,,,,,,,,,,,
623,"[388.1540069580078, 198.9290008544922, 542.3639984130859, 263.8789978027344]",22.0,//Document/Table[11]/TR[3]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"should request that Fannie Mae reimburse it for Fannie Mae’s share of the advance, via request for expense reimbursement. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.0,,
624,"[53.264007568359375, 138.1790008544922, 144.29400634765625, 155.12899780273438]",22.0,//Document/Table[11]/TR[4]/TD,,"[42.47829999999885, 103.43999999999869, 202.67199999999866, 190.55699999999342]",,,,,,Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'None', 'Solid']","[0.375, 0, 0, 0.375]",0.0,87.125,Start,3.0,160.25,,,,,,,,,,,,,,,,,
625,"[53.264007568359375, 138.1790008544922, 144.29400634765625, 155.12899780273438]",22.0,//Document/Table[11]/TR[4]/TD/P,,,,,,,,,,,,,,,,,False,en,MBS mortgage loan ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
626,"[213.9340057373047, 114.17900085449219, 355.16400146484375, 179.12899780273438]",22.0,//Document/Table[11]/TR[4]/TD[2],,"[201.83199999999488, 103.43999999999869, 377.74499999999534, 190.55699999999342]",,,,,,Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'Solid', 'Solid']","[0.375, 0, 0.375, 0.375]",1.0,87.125,Start,3.0,175.875,,,,,,,,,,,,,,,,,
627,"[213.9340057373047, 114.17900085449219, 355.16400146484375, 179.12899780273438]",22.0,//Document/Table[11]/TR[4]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"the mortgage loan instrument, local laws, and government regulations allow the capitalization of advances ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.0,,
628,"[388.1540069580078, 122.17900085449219, 540.0440063476562, 171.12899780273438]",22.0,//Document/Table[11]/TR[4]/TD[3],,"[376.90499999999884, 103.43999999999869, 553.8969999999972, 190.55699999999342]",,,,,,Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'Solid', 'Solid']","[0.375, 0, 0.375, 0.875]",2.0,87.125,Start,3.0,177.0,,,,,,,,,,,,,,,,,
629,"[388.1540069580078, 122.17900085449219, 540.0440063476562, 171.12899780273438]",22.0,//Document/Table[11]/TR[4]/TD[3]/P,,,,,,,,,,,,,,,,,False,en,may apply subsequent mortgage loan payments against the advance. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.0,,
630,"[42.52400207519531, 724.1889953613281, 547.5440063476562, 783.1390075683594]",23.0,//Document/P[110],,,,,,18.0,,,,,,,,,,,False,en,"If the mortgage loan is delinquent, the servicer should arrange for the borrower to repay the advance, either in installments, or as part of the full amount required to reinstate the mortgage loan. If the mortgage loan is subsequently foreclosed and the borrower had not repaid the advance, Fannie Mae will reimburse the servicer for Fannie Mae’s share of the advance when ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
631,"[63.17399597167969, 701.9869995117188, 67.27400207519531, 706.0870056152344]",23.0,//Document/L[33]/LI/Lbl/Figure,,"[63.47739999999976, 702.0959999999905, 67.19729999999981, 705.8159999999916]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,"[72.52400207519531, 681.9889984130859, 529.0740051269531, 712.9389953613281]",23.0,//Document/L[33]/LI/LBody,,,,,,,,,,,,,,,,,False,,"the acquired property is sold, unless the mortgage loan is an MBS mortgage loan serviced under the regular servicing option, or ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
633,"[63.17399597167969, 667.9869995117188, 67.27400207519531, 672.0870056152344]",23.0,//Document/L[33]/LI[2]/Lbl/Figure,,"[63.47739999999976, 668.1369999999879, 67.19729999999981, 671.8569999999891]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,"[72.52400207519531, 661.9889984130859, 516.3040008544922, 678.9389953613281]",23.0,//Document/L[33]/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,the insurance claim is settled if the mortgage loan is insured by a conventional mortgage insurer. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
635,"[42.52400207519531, 605.7890014648438, 553.10400390625, 650.7389984130859]",23.0,//Document/P[111],,,,,,16.125,,,,,,,,,,,False,en,Advances for the First Lien Mortgage Loan: Whether the servicer of the second lien mortgage loan is required to advance funds for the protection of the secured property depends on the conditions described in the following table. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,14.0,,
636,"[53.28399658203125, 375.33900451660156, 541.5339965820312, 587.218994140625]",23.0,//Document/Table[12],['tables/fileoutpart11.xlsx'],"[42.47829999999885, 364.4289999999892, 553.0569999999716, 596.5]",2.0,3.0,Block,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,"[124.843994140625, 571.3190002441406, 205.20399475097656, 587.218994140625]",23.0,//Document/Table[12]/TR/TH,,"[42.47829999999885, 550.5419999999867, 284.86799999998766, 596.5]",,,,,,Before,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.875, 0.375, 0, 0.375]",0.0,46.0,Center,0.0,242.375,,,,,,,,,,,,,,,,,
638,"[124.843994140625, 571.3190002441406, 205.20399475097656, 587.218994140625]",23.0,//Document/Table[12]/TR/TH/P,,,,,,,,,,,,,,,,,False,en,If Fannie Mae… ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,
639,"[300.9040069580078, 559.3190002441406, 538.6340026855469, 587.218994140625]",23.0,//Document/Table[12]/TR/TH[2],,"[284.02799999999115, 550.5419999999867, 553.8969999999972, 596.5]",,,,,,Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.875, 0.375, 0.375, 0.875]",1.0,46.0,Center,0.0,269.875,,,,,,,,,,,,,,,,,
640,"[300.9040069580078, 559.3190002441406, 538.6340026855469, 587.218994140625]",23.0,//Document/Table[12]/TR/TH[2]/P,,,,,,,,,,,,,,,,,False,en,Then the servicer of the second lien mortgage loan… ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,Center,
641,"[53.28399658203125, 484.08900451660156, 261.91400146484375, 517.0390014648438]",23.0,//Document/Table[12]/TR[2]/TD,,"[42.47829999999885, 449.025999999998, 284.86799999998766, 551.3819999999832]",,,,,,Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.375, 0.375, 0, 0.375]",0.0,102.375,Start,1.0,242.375,,,,,,,,,,,,,,,,,
642,"[53.28399658203125, 484.08900451660156, 261.91400146484375, 517.0390014648438]",23.0,//Document/Table[12]/TR[2]/TD/P,,,,,,,,,,,,,,,,,False,en,holds both the first and second lien mortgage loans ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.0,,
643,"[295.03399658203125, 460.08900451660156, 536.1139984130859, 541.0390014648438]",23.0,//Document/Table[12]/TR[2]/TD[2],,"[284.02799999999115, 449.025999999998, 553.8969999999972, 551.3819999999832]",,,,,,Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.375, 0.375, 0.375, 0.875]",1.0,102.375,Start,1.0,269.875,,,,,,,,,,,,,,,,,
644,"[295.03399658203125, 460.08900451660156, 536.1139984130859, 541.0390014648438]",23.0,//Document/Table[12]/TR[2]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"does not need to advance funds for the protection of the security, although it may have to advance funds to reinstate or pay oﬀ the ﬁrst lien mortgage loan in connection with the second lien mortgage loan foreclosure. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.0,,
645,"[53.28399658203125, 399.33900451660156, 243.1540069580078, 416.28900146484375]",23.0,//Document/Table[12]/TR[3]/TD,,"[42.47829999999885, 364.4289999999892, 284.86799999998766, 449.86599999999453]",,,,,,Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'None', 'Solid']","[0.375, 0, 0, 0.375]",0.0,85.375,Start,2.0,242.375,,,,,,,,,,,,,,,,,
646,"[53.28399658203125, 399.33900451660156, 243.1540069580078, 416.28900146484375]",23.0,//Document/Table[12]/TR[3]/TD/P,,,,,,,,,,,,,,,,,False,en,does not hold the first lien mortgage loan ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
647,"[295.03399658203125, 375.33900451660156, 541.5339965820312, 440.28900146484375]",23.0,//Document/Table[12]/TR[3]/TD[2],,"[284.02799999999115, 364.4289999999892, 553.8969999999972, 449.86599999999453]",,,,,,Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'Solid', 'Solid']","[0.375, 0, 0.375, 0.875]",1.0,85.375,Start,2.0,269.875,,,,,,,,,,,,,,,,,
648,"[295.03399658203125, 375.33900451660156, 541.5339965820312, 440.28900146484375]",23.0,//Document/Table[12]/TR[3]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"must advance funds to pay delinquent payments, taxes, property or flood insurance premiums, and any other charges related to the first lien mortgage loan if that is required to protect Fannie Mae’s investment. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.0,,
649,"[42.52400207519531, 296.3890075683594, 543.6239929199219, 355.33900451660156]",23.0,//Document/P[112],,,,,,11.125,,,,,,,,,,,False,en,"The servicer must obtain approval from its Fannie Mae Servicing Representative (see (<>)F-4-02, List of Contacts), even when Fannie Mae holds the ﬁrst lien mortgage loan, before it advances funds to pay more than three monthly installments, to pay oﬀ the ﬁrst lien mortgage loan, or to pay any expense if its advances for the ﬁrst lien mortgage loan have reached $7,500. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
