pdf_row_id,Bounds,Page,Path,filePaths,attributes.BBox,attributes.NumCol,attributes.NumRow,attributes.Placement,attributes.SpaceAfter,attributes.BackgroundColor,attributes.BlockAlign,attributes.BorderColor,attributes.BorderStyle,attributes.BorderThickness,attributes.ColIndex,attributes.Height,attributes.InlineAlign,attributes.RowIndex,attributes.Width,HasClip,Lang,Text,TextSize,Font.alt_family_name,Font.embedded,Font.encoding,Font.family_name,Font.font_type,Font.italic,Font.monospaced,Font.name,Font.subset,Font.weight,attributes.LineHeight,Kids,Reference,attributes.TextAlign,attributes.RowSpan
934,"[42.52400207519531, 248.83900451660156, 244.53404235839844, 265.78900146484375]",20.0,//Document/P[98],,,,,,,,,,,,,,,,,False,,The transferor servicer must indicate on the ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
935,"[244.53399658203125, 249.968994140625, 438.89404296875, 264.1490020751953]",20.0,//Document/P[98]/Span,,,,,,,,,,,,,,,,,False,,Request for Approval of Servicing Transfer ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,True,False,MPDFAA+DejaVuSansCondensed-Oblique,True,400.0,,,,,
936,"[438.8939971923828, 248.83900451660156, 442.4039764404297, 265.78900146484375]",20.0,//Document/P[98],,,,,,,,,,,,,,,,,False,,(,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
937,"[442.4040069580078, 248.83900451660156, 485.5639953613281, 265.78900146484375]",20.0,//Document/P[98]/Reference,,,,,,,,,,,,,,,,,False,,Form 629,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,https://singlefamily.fanniemae.com/applications-technology/servicing-transfer-approval,,
938,"[42.52400207519531, 220.83900451660156, 543.4739990234375, 265.78900146484375]",20.0,//Document/P[98],,,,,,,,,,,,,,,,,False,,) if the transferee servicer will use a subservicer as a result of the servicing transfer. Both the transferee servicer and the subservicer must execute ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
939,"[179.57400512695312, 220.83900451660156, 222.73399353027344, 237.78900146484375]",20.0,//Document/P[98]/Reference[2],,,,,,,,,,,,,,,,,False,,Form 101,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,https://singlefamily.fanniemae.com/media/document/docx/form-101,,
940,"[222.73399353027344, 220.83900451660156, 545.3339996337891, 237.78900146484375]",20.0,//Document/P[98],,,,,,,,,,,,,,,,,False,, at the inception and the termination of the subservicing arrangement. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
941,"[42.52400207519531, 167.63900756835938, 526.7940063476562, 212.58900451660156]",20.0,//Document/P[99],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,"[{'Bounds': [42.52400207519531, 181.63900756835938, 526.7940063476562, 212.58900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 20, 'Path': '//Document/P[99]', 'Text': 'As part of its review of the transfer of servicing review, Fannie Mae will also evaluate the performance and capacity of any subservicer the transferee servicer intends to utilize. See ', 'TextSize': 10.0}, {'Bounds': [375.5540008544922, 181.63900756835938, 523.5339965820312, 198.58900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 20, 'Path': '//Document/P[99]/Reference', 'Text': 'A2-7-03, Post-Delivery Servicing ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 167.63900756835938, 87.20399475097656, 184.58900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 20, 'Path': '//Document/P[99]/Reference[2]', 'Text': 'Transfers ', 'TextSize': 10.0}, {'Bounds': [87.56399536132812, 167.63900756835938, 207.73399353027344, 184.58900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 20, 'Path': '//Document/P[99]', 'Text': 'for additional information. ', 'TextSize': 10.0}]",,Justify,
942,"[42.52400207519531, 181.63900756835938, 526.7940063476562, 212.58900451660156]",20.0,//Document/P[99],,,,,,,,,,,,,,,,,False,,"As part of its review of the transfer of servicing review, Fannie Mae will also evaluate the performance and capacity of any subservicer the transferee servicer intends to utilize. See ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
943,"[375.5540008544922, 181.63900756835938, 523.5339965820312, 198.58900451660156]",20.0,//Document/P[99]/Reference,,,,,,,,,,,,,,,,,False,,"A2-7-03, Post-Delivery Servicing ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
944,"[42.52400207519531, 167.63900756835938, 87.20399475097656, 184.58900451660156]",20.0,//Document/P[99]/Reference[2],,,,,,,,,,,,,,,,,False,,Transfers ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
945,"[87.56399536132812, 167.63900756835938, 207.73399353027344, 184.58900451660156]",20.0,//Document/P[99],,,,,,,,,,,,,,,,,False,,for additional information. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
946,"[42.52400207519531, 126.2030029296875, 248.98199462890625, 149.93299865722656]",20.0,//Document/H2[35],,,,,,18.0,,,,,,,,,,,False,en,Recent Related Announcements ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
947,"[42.52400207519531, 95.23899841308594, 501.2740020751953, 112.18899536132812]",20.0,//Document/P[100],,,,,,18.0,,,,,,,,,,,False,en,The table below provides references to recently issued Announcements that are related to this topic. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,,,
948,"[53.27000427246094, 684.9389953613281, 456.30999755859375, 772.8190002441406]",21.0,//Document/Table[10],['tables/fileoutpart9.xlsx'],"[42.47829999999885, 674.1369999999879, 553.0569999999716, 788.7319999999891]",2.0,3.0,Block,16.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,"[131.3699951171875, 756.9190063476562, 215.6300048828125, 772.8190002441406]",21.0,//Document/Table[10]/TR/TH,,"[42.47829999999885, 748.6539999999804, 301.4279999999999, 788.7319999999891]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.875, 0.375, 0, 0.375]",0.0,40.125,Center,0.0,259.0,,,,,,,,,,,,,,,,,,,
950,"[131.3699951171875, 756.9190063476562, 215.6300048828125, 772.8190002441406]",21.0,//Document/Table[10]/TR/TH/P,,,,,,,,,,,,,,,,,False,en,Announcements ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,,,
951,"[400.1699981689453, 756.9190063476562, 456.30999755859375, 772.8190002441406]",21.0,//Document/Table[10]/TR/TH[2],,"[300.5879999999888, 748.6539999999804, 553.8969999999972, 788.7319999999891]",,,,,"[1, 1, 1]",Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.875, 0.375, 0.375, 0.875]",1.0,40.125,Center,0.0,253.25,,,,,,,,,,,,,,,,,,,
952,"[400.1699981689453, 756.9190063476562, 456.30999755859375, 772.8190002441406]",21.0,//Document/Table[10]/TR/TH[2]/P,,,,,,,,,,,,,,,,,False,en,Issue Date ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,,,
953,"[53.27000427246094, 721.6889953613281, 186.05999755859375, 738.6390075683594]",21.0,//Document/Table[10]/TR[2]/TD,,"[42.47829999999885, 712.6549999999988, 301.4279999999999, 749.493999999977]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.375, 0.375, 0, 0.375]",0.0,36.875,Start,1.0,259.0,,,,,,,,,,,,,,,,,,,
954,"[53.27000427246094, 721.6889953613281, 186.05999755859375, 738.6390075683594]",21.0,//Document/Table[10]/TR[2]/TD/P,,,,,,,,,,,,,,,,,False,en,Announcement SVC-2021-09 ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,http://singlefamily.fanniemae.com/media/document/pdf/announcement-svc-2021-09-servicing-guide-update,,
955,"[311.9700012207031, 721.6889953613281, 398.32000732421875, 738.6390075683594]",21.0,//Document/Table[10]/TR[2]/TD[2],,"[300.5879999999888, 712.6549999999988, 553.8969999999972, 749.493999999977]",,,,,"[1, 1, 1]",Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.375, 0.375, 0.375, 0.875]",1.0,36.875,Start,1.0,253.25,,,,,,,,,,,,,,,,,,,
956,"[311.9700012207031, 721.6889953613281, 398.32000732421875, 738.6390075683594]",21.0,//Document/Table[10]/TR[2]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"December 8, 2021 ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,,,
957,"[53.27000427246094, 684.9389953613281, 186.05999755859375, 701.8890075683594]",21.0,//Document/Table[10]/TR[3]/TD,,"[42.47829999999885, 674.1369999999879, 301.4279999999999, 713.4949999999953]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'None', 'Solid']","[0.375, 0, 0, 0.375]",0.0,39.375,Start,2.0,259.0,,,,,,,,,,,,,,,,,,,
958,"[53.27000427246094, 684.9389953613281, 186.05999755859375, 701.8890075683594]",21.0,//Document/Table[10]/TR[3]/TD/P,,,,,,,,,,,,,,,,,False,en,Announcement SVC-2021-07 ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,http://singlefamily.fanniemae.com/media/document/pdf/announcement-svc-2021-07-servicing-guide-update,,
959,"[311.9700012207031, 684.9389953613281, 393.3800048828125, 701.8890075683594]",21.0,//Document/Table[10]/TR[3]/TD[2],,"[300.5879999999888, 674.1369999999879, 553.8969999999972, 713.4949999999953]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'Solid', 'Solid']","[0.375, 0, 0.375, 0.875]",1.0,39.375,Start,2.0,253.25,,,,,,,,,,,,,,,,,,,
960,"[311.9700012207031, 684.9389953613281, 393.3800048828125, 701.8890075683594]",21.0,//Document/Table[10]/TR[3]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"October 13, 2021 ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,,,
961,"[42.52400207519531, 617.3350067138672, 495.4519958496094, 644.4550018310547]",21.0,//Document/H1[11],,,,,,18.0,,,,,,,,,,,False,en,"A2-1-08, First Lien Mortgage Loan Requirements (11/12/2014) ",16.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,19.25,,,,
962,"[42.52400207519531, 554.9530029296875, 122.56199645996094, 578.6829986572266]",21.0,//Document/H2[36],,,,,,9.625,,,,,,,,,,,False,en,Introduction ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
963,"[42.52400207519531, 535.1889953613281, 193.343994140625, 552.1390075683594]",21.0,//Document/P[101],,,,,,10.375,,,,,,,,,,,False,en,This topic contains the following: ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,,,
964,"[63.17399597167969, 484.8890075683594, 309.99400329589844, 529.8390045166016]",21.0,//Document/L[31],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'Bounds': [63.17399597167969, 518.8869934082031, 67.27400207519531, 522.9869995117188], 'Page': 21, 'Path': '//Document/L[31]/LI/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 518.9829999999783, 67.19729999999981, 522.7029999999795]}}, {'Bounds': [72.52400207519531, 512.8890075683594, 308.8939971923828, 529.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 21, 'Path': '//Document/L[31]/LI/LBody', 'Reference': 'Page 21', 'Text': 'Coordination with First Lien Mortgage Loan Servicer ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 512.8890075683594, 308.8939971923828, 529.8390045166016], 'Lang': 'en', 'Page': 21, 'Path': '//Document/L[31]/LI', 'attributes': {'LineHeight': 12}}, {'Bounds': [63.17399597167969, 504.8869934082031, 67.27400207519531, 508.98699951171875], 'Page': 21, 'Path': '//Document/L[31]/LI[2]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 505.0639999999985, 67.19729999999981, 508.78399999999965]}}, {'Bounds': [72.52400207519531, 498.8890075683594, 309.99400329589844, 515.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 21, 'Path': '//Document/L[31]/LI[2]/LBody', 'Reference': 'Page 21', 'Text': 'Required Advances for Second Lien Mortgage Loans ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 498.8890075683594, 309.99400329589844, 515.8390045166016], 'Lang': 'en', 'Page': 21, 'Path': '//Document/L[31]/LI[2]', 'attributes': {'LineHeight': 12}}, {'Bounds': [63.17399597167969, 490.8869934082031, 67.27400207519531, 494.98699951171875], 'Page': 21, 'Path': '//Document/L[31]/LI[3]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 491.02399999999034, 67.19729999999981, 494.7439999999915]}}, {'Bounds': [72.52400207519531, 484.8890075683594, 277.49400329589844, 501.83900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 21, 'Path': '//Document/L[31]/LI[3]/LBody', 'Reference': 'Page 23', 'Text': 'Subordination of Second Lien Mortgage Loan ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 484.8890075683594, 277.49400329589844, 501.83900451660156], 'Lang': 'en', 'Page': 21, 'Path': '//Document/L[31]/LI[3]', 'attributes': {'LineHeight': 12, 'SpaceAfter': 18}}]",,,
965,"[63.17399597167969, 518.8869934082031, 67.27400207519531, 522.9869995117188]",21.0,//Document/L[31]/LI/Lbl/Figure,,"[63.47739999999976, 518.9829999999783, 67.19729999999981, 522.7029999999795]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,"[72.52400207519531, 512.8890075683594, 308.8939971923828, 529.8390045166016]",21.0,//Document/L[31]/LI/LBody,,,,,,,,,,,,,,,,,False,,Coordination with First Lien Mortgage Loan Servicer ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 21,,
967,"[63.17399597167969, 512.8890075683594, 308.8939971923828, 529.8390045166016]",21.0,//Document/L[31]/LI,,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
968,"[63.17399597167969, 504.8869934082031, 67.27400207519531, 508.98699951171875]",21.0,//Document/L[31]/LI[2]/Lbl/Figure,,"[63.47739999999976, 505.0639999999985, 67.19729999999981, 508.78399999999965]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,"[72.52400207519531, 498.8890075683594, 309.99400329589844, 515.8390045166016]",21.0,//Document/L[31]/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,Required Advances for Second Lien Mortgage Loans ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 21,,
970,"[63.17399597167969, 498.8890075683594, 309.99400329589844, 515.8390045166016]",21.0,//Document/L[31]/LI[2],,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
971,"[63.17399597167969, 490.8869934082031, 67.27400207519531, 494.98699951171875]",21.0,//Document/L[31]/LI[3]/Lbl/Figure,,"[63.47739999999976, 491.02399999999034, 67.19729999999981, 494.7439999999915]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,"[72.52400207519531, 484.8890075683594, 277.49400329589844, 501.83900451660156]",21.0,//Document/L[31]/LI[3]/LBody,,,,,,,,,,,,,,,,,False,,Subordination of Second Lien Mortgage Loan ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 23,,
973,"[63.17399597167969, 484.8890075683594, 277.49400329589844, 501.83900451660156]",21.0,//Document/L[31]/LI[3],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
974,"[42.52400207519531, 430.3529968261719, 373.44200134277344, 454.08299255371094]",21.0,//Document/H2[37],,,,,,18.0,,,,,,,,,,,False,en,Coordination with First Lien Mortgage Loan Servicer ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
975,"[42.52400207519531, 371.3890075683594, 541.7740020751953, 416.33900451660156]",21.0,//Document/P[102],,,,,,11.25,,,,,,,,,,,False,en,"The servicer of a second lien mortgage loan is responsible for coordinating with the servicer of the first lien mortgage loan on any actions it takes to protect Fannie Mae’s or an MBS trust’s investment and, if necessary, advance funds to protect that investment. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
976,"[42.52400207519531, 290.1889953613281, 548.9040069580078, 363.1390075683594]",21.0,//Document/P[103],,,,,,11.125,,,,,,,,,,,False,en,The servicer must send a written notice of Fannie Mae’s ownership interest to the servicer of the first lien mortgage loan as soon as Fannie Mae purchases or securitizes the second lien mortgage loan. This notice must include a request for the first lien mortgage loan servicer to provide immediate notice to the second lien mortgage loan servicer of any event or situation that might jeopardize Fannie Mae’s or an MBS trust’s investment in the second lien mortgage loan. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
977,"[42.52400207519531, 250.98899841308594, 535.843994140625, 281.9389953613281]",21.0,//Document/P[104],,,,,,11.25,,,,,,,,,,,False,en,This close coordination should continue through the disposition of an acquired property or satisfaction of the mortgage loan debts. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
978,"[42.52400207519531, 169.78900146484375, 549.6239929199219, 242.73899841308594]",21.0,//Document/P[105],,,,,,18.0,,,,,,,,,,,False,en,The servicer of the second lien mortgage loan must work with the ﬁrst lien mortgage loan servicer to identify speciﬁc servicing responsibilities that might be more eﬀective if they were shared or handled by only one servicer instead of by the two servicers acting independently. Any agreement that is reached must concentrate on eliminating duplication of eﬀort and avoiding unnecessary expenses. Both servicers must have a clear understanding of their speciﬁc responsibilities. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
979,"[42.52400207519531, 128.35299682617188, 374.98199462890625, 152.08299255371094]",21.0,//Document/H2[38],,,,,,18.0,,,,,,,,,,,False,en,Required Advances for Second Lien Mortgage Loans ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
980,"[42.52400207519531, 97.38900756835938, 541.093994140625, 783.1390075683594]",21.0,//Document/P[106],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,"[{'Bounds': [42.52400207519531, 97.38900756835938, 521.0339965820312, 114.33900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 21, 'Path': '//Document/P[106]/ParagraphSpan', 'Text': 'The servicer of a second lien mortgage loan must advance reasonable amounts for expenditures that are ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 724.1889953613281, 541.093994140625, 783.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 22, 'Path': '//Document/P[106]/ParagraphSpan[2]', 'Text': 'required to protect Fannie Mae’s investment in the second lien mortgage loan regardless of whether the mortgage loan is current or delinquent. These advances usually relate to the second lien mortgage loan, but occasionally they may be required for the first lien mortgage loan. The servicer must document the individual mortgage loan file to support fully the need for the advance. ', 'TextSize': 10.0}]",,,
981,"[42.52400207519531, 97.38900756835938, 521.0339965820312, 114.33900451660156]",21.0,//Document/P[106]/ParagraphSpan,,,,,,,,,,,,,,,,,False,,The servicer of a second lien mortgage loan must advance reasonable amounts for expenditures that are ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
982,"[42.52400207519531, 724.1889953613281, 541.093994140625, 783.1390075683594]",22.0,//Document/P[106]/ParagraphSpan[2],,,,,,,,,,,,,,,,,False,,"required to protect Fannie Mae’s investment in the second lien mortgage loan regardless of whether the mortgage loan is current or delinquent. These advances usually relate to the second lien mortgage loan, but occasionally they may be required for the first lien mortgage loan. The servicer must document the individual mortgage loan file to support fully the need for the advance. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
983,"[42.52400207519531, 698.9889984130859, 367.20399475097656, 715.9389953613281]",22.0,//Document/P[107],,,,,,16.25,,,,,,,,,,,False,en,"Among other things, the servicer may be required to advance funds for ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,,,
